date,mean temperature (degC),site number,site name,Latitude,Longitude,Locality,State
2015-06-04,18.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-05,17.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-06,18.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-07,19.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-08,18.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-09,19.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-10,17.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-11,17.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-12,18.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-13,16.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-14,15.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-15,15.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-16,17.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-17,17.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-18,15.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-19,18.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-20,19.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-21,16.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-22,11.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-23,11.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-24,12.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-25,12.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-26,14.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-27,15.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-28,14.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-29,14.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-06-30,13.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-01,15.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-02,16.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-03,17.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-04,,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-05,15.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-06,15.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-07,15.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-08,14.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-09,10.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-10,9.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-11,11.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-12,11.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-13,10.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-14,10.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-15,12.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-16,11.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-17,12.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-18,12.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-19,13.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-20,15.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-21,15.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-22,12.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-23,11.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-24,13.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-25,12.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-26,11.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-27,14.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-28,17.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-29,20.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-30,21.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-07-31,21.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-01,16.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-02,14.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-03,13.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-04,14.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-05,14.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-06,15.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-07,19.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-08,15.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-09,11.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-10,10.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-11,12.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-12,14.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-13,14.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-14,16.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-15,20.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-16,21.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-17,19.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-18,19.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-19,18.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-20,16.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-21,14.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-22,14.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-23,12.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-24,14.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-25,15.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-26,16.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-27,19.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-28,22.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-29,20.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-30,17.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-08-31,17.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-01,13.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-02,12.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-03,18.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-04,20.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-05,17.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-06,18.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-07,17.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-08,19.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-09,24.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-10,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-11,21.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-12,19.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-13,14.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-14,15.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-15,17.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-16,20.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-17,21.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-18,24.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-19,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-20,20.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-21,19.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-22,21.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-23,21.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-24,21.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-25,22.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-26,23.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-27,24.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-28,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-29,23.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-09-30,23.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-01,27.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-02,27.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-03,25.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-04,27.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-05,23.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-06,20.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-07,23.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-08,26.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-09,26.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-10,28.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-11,29.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-12,27.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-13,27.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-14,28.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-15,22.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-16,24.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-17,27.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-18,24.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-19,22.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-20,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-21,30.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-22,31.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-23,27.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-24,27.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-25,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-26,25.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-27,26.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-28,27.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-29,26.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-30,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-10-31,29.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-01,29.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-02,23.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-03,23.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-04,25.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-05,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-06,21.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-07,21.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-08,21.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-09,25.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-10,28.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-11,29.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-12,32.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-13,31.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-14,31.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-15,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-16,33.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-17,33.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-18,28.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-19,23.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-20,26.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-21,27.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-22,29.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-23,27.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-24,27.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-25,27.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-26,27.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-27,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-28,26.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-29,27.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-11-30,28.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-01,29.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-02,29.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-03,28.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-04,29.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-05,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-06,20.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-07,24.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-08,26.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-09,28.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-10,30.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-11,32.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-12,35.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-13,32.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-14,30.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-15,30.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-16,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-17,33.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-18,33.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-19,29.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-20,30.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-21,33.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-22,33.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-23,33.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-24,33.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-25,32.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-26,31.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-27,31.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-28,32.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-29,34.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-30,34.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2015-12-31,35.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-01,35.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-02,35.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-03,33.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-04,32.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-05,33.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-06,33.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-07,33.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-08,33.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-09,32.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-10,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-11,30.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-12,30.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-13,30.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-14,28.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-15,29.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-16,31.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-17,30.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-18,24.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-19,23.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-20,24.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-21,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-22,28.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-23,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-24,29.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-25,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-26,28.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-27,30.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-28,32.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-29,32.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-30,31.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-01-31,28.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-01,21.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-02,23.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-03,24.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-04,25.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-05,27.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-06,29.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-07,31.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-08,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-09,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-10,33.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-11,34.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-12,34.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-13,34.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-14,34.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-15,32.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-16,31.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-17,33.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-18,32.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-19,31.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-20,29.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-21,30.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-22,27.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-23,28.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-24,24.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-25,28.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-26,30.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-27,31.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-28,32.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-02-29,30.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-01,30.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-02,32.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-03,29.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-04,29.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-05,26.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-06,26.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-07,27.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-08,27.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-09,29.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-10,,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-11,,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-12,,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-13,31.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-14,32.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-15,30.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-16,28.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-17,30.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-18,27.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-19,27.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-20,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-21,29.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-22,25.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-23,28.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-24,31.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-25,31.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-26,30.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-27,26.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-28,23.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-29,22.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-30,25.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-03-31,29.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-01,27.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-02,28.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-03,31.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-04,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-05,27.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-06,19.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-07,20.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2016-04-08,21.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
